title,price,description,city,views,url
Toyota Land Cruiser,27 500 000₸,"2008 г., Б/у пикап, 4.5 л, бензин, КПП механика, с пробегом 45 000 км, лебёдка, ветровики, противотуманки, аудиосистем...",Астана,0,https://kolesa.kz/a/show/206674540?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1281
Deepal S07,12 120 000₸,"2024 г., Б/у кроссовер, 1.5 л, гибрид, КПП автомат, с пробегом 8 000 км, Обем нет",Алматы,0,https://kolesa.kz/a/show/206916195?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1282
ГАЗ ГАЗель,11 500 000₸,"2012 г., Б/у пикап, 2.9 л, газ-бензин, КПП механика, с пробегом 5 555 км, Ассалаумаалейкум всем Длина 6/10 Высота 2/45...",Шымкент,0,https://kolesa.kz/a/show/206435311?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1283
Lexus NX 250,30 500 000₸,"2024 г., Б/у кроссовер, 2.5 л, бензин, КПП автомат, с пробегом 6 400 км, белый, литые диски, тонировка, ксенон, линзов...",Шымкент,0,https://kolesa.kz/a/show/206914180?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1284
Hyundai Staria,21 000 000₸,"2022 г., Б/у минивэн, 3.5 л, газ, КПП автомат, с пробегом 115 000 км, черный, металлик, тонировка, люк, панорамная кры...",Шымкент,0,https://kolesa.kz/a/show/206422804?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1285
Volkswagen Passat,6 800 000₸,"2013 г., Б/у седан, 1.8 л, бензин, КПП робот, с пробегом 170 000 км, черный, металлик, литые диски, тонировка, ветрови...",Астана,0,https://kolesa.kz/a/show/206914503?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1286
Kia K5,11 400 000₸,"2021 г., Б/у седан, 2 л, бензин, КПП автомат, с пробегом 120 000 км, серый, металлик, литые диски, тонировка, биксенон...",Шымкент,0,https://kolesa.kz/a/show/206418926?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1287
Toyota Land Cruiser,27 500 000₸,"2015 г., Б/у внедорожник, 4.6 л, бензин, КПП автомат, с пробегом 229 000 км, кожа, дерево, Европеец, куплен в тоёта це...",Алматы,0,https://kolesa.kz/a/show/206290185?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1288
Toyota Corolla,9 600 000₸,"2018 г., Б/у седан, 1.6 л, бензин, КПП вариатор, с пробегом 32 000 км, вишня, противотуманки, обогрев зеркал, велюр, а...",Алматы,0,https://kolesa.kz/a/show/200486702?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1289
Kia Sorento,17 850 000₸,"2022 г., Б/у кроссовер, 2.5 л, бензин, КПП робот, с пробегом 28 000 км, черный, металлик, литые диски, тонировка, ветр...",Алматы,0,https://kolesa.kz/a/show/194377738?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1290
Renault Sandero,3 820 000₸,"2015 г., Б/у хэтчбек, 1.6 л, бензин, КПП механика, с пробегом 135 000 км, белый, тонировка, багажник, линзованная опти...",Экибастуз,0,https://kolesa.kz/a/show/206073568?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1291
Mercedes-Benz E 280,5 500 000₸,"2000 г., Б/у седан, 2.8 л, бензин, КПП автомат, серебристый, металлик, хрустальная оптика, линзованная оптика, дневные...",Алматы,0,https://kolesa.kz/a/show/193493507?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1292
Hyundai Accent,6 750 000₸,"2017 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 95 250 км, бронза, Авто в родной краски Полная комплектация...",Алматы,0,https://kolesa.kz/a/show/206404313?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1293
Lexus RX 300,4 500 000₸,"2000 г., Б/у кроссовер, 3 л, бензин, КПП автомат, В отличном состоянии Через банк можно. Двигатель контрактный. Масло...",Шымкент,0,https://kolesa.kz/a/show/206904216?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1294
Toyota RAV4,13 500 000₸,"2019 г., Б/у кроссовер, 2 л, бензин, КПП вариатор, с пробегом 205 000 км, черный, металлик, литые диски, тонировка, сп...",Алматы,0,https://kolesa.kz/a/show/206400460?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1295
Haval Jolion,9 200 000₸,"2025 г., Б/у кроссовер, 1.5 л, бензин, КПП робот, с пробегом 20 000 км, белый, литые диски, тонировка, люк, панорамная...",Астана,0,https://kolesa.kz/a/show/206902361?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1296
Volkswagen Jetta,5 000 000₸,"2014 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 155 000 км, коричневый, металлик",Алматы,0,https://kolesa.kz/a/show/206400537?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1297
Toyota RAV4 Prestige,16 800 000₸,"2023 г., Б/у кроссовер, 2 л, бензин, КПП вариатор, 45 482 км, черный, металлик, литые диски, тонировка, багажник, линз...",Кызылорда,0,https://kolesa.kz/a/show/206901772?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1298
Kia Cerato Luxe 2.0,5 700 000₸,"2014 г., Б/у купе, 2 л, бензин, КПП автомат, 173 798 км, серый, литые диски, тонировка, линзованная оптика, дневные хо...",Алматы,0,https://kolesa.kz/a/show/206901728?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1299
Jeep Grand Cherokee,13 000 000₸,"2012 г., Б/у внедорожник, 3.6 л, бензин, КПП автомат, с пробегом 220 000 км, металлик, литые диски, тонировка, ксенон,...",Костанай,0,https://kolesa.kz/a/show/193733548?search_id=e933fd779eb0b54f8e9a390029551c886c9fac45&search_type=filter&advert_position=1300
Volkswagen Jetta,5 000 000₸,"2014 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 155 000 км, коричневый, металлик",Алматы,0,https://kolesa.kz/a/show/206400537?search_id=d5a1ff4ce3b7b207eaa325be5d718aaf49639349&search_type=filter&advert_position=1301
Toyota RAV4 Prestige,16 800 000₸,"2023 г., Б/у кроссовер, 2 л, бензин, КПП вариатор, 45 482 км, черный, металлик, литые диски, тонировка, багажник, линз...",Кызылорда,0,https://kolesa.kz/a/show/206901772?search_id=d5a1ff4ce3b7b207eaa325be5d718aaf49639349&search_type=filter&advert_position=1302
Kia Cerato Luxe 2.0,5 700 000₸,"2014 г., Б/у купе, 2 л, бензин, КПП автомат, 173 798 км, серый, литые диски, тонировка, линзованная оптика, дневные хо...",Алматы,0,https://kolesa.kz/a/show/206901728?search_id=d5a1ff4ce3b7b207eaa325be5d718aaf49639349&search_type=filter&advert_position=1303
Jeep Grand Cherokee,13 000 000₸,"2012 г., Б/у внедорожник, 3.6 л, бензин, КПП автомат, с пробегом 220 000 км, металлик, литые диски, тонировка, ксенон,...",Костанай,0,https://kolesa.kz/a/show/193733548?search_id=d5a1ff4ce3b7b207eaa325be5d718aaf49639349&search_type=filter&advert_position=1304
BMW 530,6 900 000₸,"2003 г., Б/у седан, 3 л, бензин, КПП автомат, с пробегом 279 000 км, серый, металлик, литые диски, тонировка, обвес, к...",Шымкент,0,https://kolesa.kz/a/show/205373503?search_id=d5a1ff4ce3b7b207eaa325be5d718aaf49639349&search_type=filter&advert_position=1305
Toyota RAV4 Prestige,16 800 000₸,"2023 г., Б/у кроссовер, 2 л, бензин, КПП вариатор, 45 482 км, черный, металлик, литые диски, тонировка, багажник, линз...",Тараз,0,https://kolesa.kz/a/show/206901465?search_id=d5a1ff4ce3b7b207eaa325be5d718aaf49639349&search_type=filter&advert_position=1306
Volvo XC90,7 500 000₸,"2004 г., Б/у кроссовер, 2.9 л, бензин, КПП автомат, с пробегом 226 000 км, серебристый, металлик, литые диски, тониров...",Талдыкорган,0,https://kolesa.kz/a/show/198114462?search_id=d5a1ff4ce3b7b207eaa325be5d718aaf49639349&search_type=filter&advert_position=1307
Audi A6,2 430 000₸,"1994 г., Б/у седан, 2.6 л, бензин, КПП механика, Срочно реальному клиенту торг будет просто так не беспокойте зима нов...",Астана,0,https://kolesa.kz/a/show/206390036?search_id=d5a1ff4ce3b7b207eaa325be5d718aaf49639349&search_type=filter&advert_position=1308
BYD Destroyer 05,7 550 000₸,"2025 г., Б/у седан, 1.5 л, гибрид, КПП автомат, Byd Destroyer 05 на техпаспорте, срочно",Алматы,0,https://kolesa.kz/a/show/207312485?search_id=d5a1ff4ce3b7b207eaa325be5d718aaf49639349&search_type=filter&advert_position=1309
Toyota RAV4 Prestige,16 800 000₸,"2023 г., Б/у кроссовер, 2 л, бензин, КПП вариатор, 45 482 км, черный, металлик, литые диски, тонировка, багажник, линз...",Шымкент,0,https://kolesa.kz/a/show/206900904?search_id=d5a1ff4ce3b7b207eaa325be5d718aaf49639349&search_type=filter&advert_position=1310
Lexus RX 300,18 500 000₸,"2019 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 179 200 км, белый, металлик, тонировка, кожа, аудиосистем...",Шымкент,0,https://kolesa.kz/a/show/206375082?search_id=d5a1ff4ce3b7b207eaa325be5d718aaf49639349&search_type=filter&advert_position=1311
Mitsubishi Outlander,9 500 000₸,"2015 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 115 000 км",Астана,0,https://kolesa.kz/a/show/205831376?search_id=d5a1ff4ce3b7b207eaa325be5d718aaf49639349&search_type=filter&advert_position=1312
Mitsubishi Montero Sport,21 900 000₸,"2024 г., новый внедорожник, 3 л, бензин, КПП автомат, серебристый, Mitsubishi Montero Sport G59 Предмаксимальная компл...",Алматы,0,https://kolesa.kz/a/show/206325585?search_id=d5a1ff4ce3b7b207eaa325be5d718aaf49639349&search_type=filter&advert_position=1313
